,averageRating,numVotes,Film,date,genres
396,7.1,814873,Man of Steel,2013,"Action,Adventure,Sci-Fi"
397,7.1,409930,Midsommar,2019,"Drama,Horror,Mystery"
398,7.1,421927,Live Free or Die Hard,2007,"Action,Thriller"
399,7.1,444963,Brave,2012,"Action,Adventure,Animation"
400,7.1,416680,Fast & Furious 7,2015,"Action,Crime,Thriller"
401,7.1,447084,Glass Onion,2022,"Comedy,Crime,Drama"
402,7.1,903699,Iron Man Three,2013,"Action,Adventure,Sci-Fi"
403,7.1,578663,"I, Robot",2004,"Action,Mystery,Sci-Fi"
404,7.1,450530,Tropic Thunder,2008,"Action,Comedy,War"
405,7.0,387199,Shazam!,2019,"Action,Adventure,Comedy"
406,7.0,408726,22 Jump Street,2014,"Action,Comedy,Crime"
407,7.0,678402,Transformers,2007,"Action,Adventure,Sci-Fi"
408,7.0,451428,Passengers,2016,"Drama,Romance,Sci-Fi"
409,7.0,489277,We're the Millers,2013,"Comedy,Crime"
410,7.0,422686,Cloverfield,2008,"Action,Horror,Sci-Fi"
411,7.0,390288,The Italian Job,2003,"Action,Crime,Thriller"
412,7.0,452957,Ant-Man and the Wasp,2018,"Action,Adventure,Comedy"
413,7.0,453324,Jumanji: Welcome to the Jungle,2017,"Action,Adventure,Comedy"
414,7.0,608722,Independence Day,1996,"Action,Adventure,Sci-Fi"
415,7.0,420225,Easy A,2010,"Comedy,Drama,Romance"
416,7.0,418769,Furious 6,2013,"Action,Crime,Thriller"
417,7.0,435939,American Pie,1999,Comedy
418,7.0,453763,The Cabin in the Woods,2011,"Horror,Mystery,Thriller"
419,7.0,555532,Oblivion,2013,"Action,Adventure,Sci-Fi"
420,7.0,725399,World War Z,2013,"Action,Adventure,Horror"
421,7.0,904860,Thor,2011,"Action,Fantasy"
422,7.0,647362,Prometheus,2012,"Adventure,Mystery,Sci-Fi"
423,6.9,873327,Iron Man 2,2010,"Action,Sci-Fi"
424,6.9,472883,The Devil Wears Prada,2006,"Comedy,Drama"
425,6.9,483404,Doctor Strange in the Multiverse of Madness,2022,"Action,Adventure,Fantasy"
426,6.9,463717,X-Men: Apocalypse,2016,"Action,Adventure,Sci-Fi"
427,6.9,506788,Top Gun,1986,"Action,Drama"
428,6.9,471245,Horrible Bosses,2011,"Comedy,Crime"
429,6.9,440590,Madagascar,2005,"Adventure,Animation,Comedy"
430,6.9,424519,The Mask,1994,"Action,Comedy,Crime"
431,6.9,404904,Home Alone 2: Lost in New York,1992,"Adventure,Comedy,Crime"
432,6.9,706578,The Amazing Spider-Man,2012,"Action,Adventure,Sci-Fi"
433,6.9,901275,Captain America: The First Avenger,2011,"Action,Adventure,Sci-Fi"
434,6.9,401936,Maleficent,2014,"Action,Adventure,Drama"
435,6.9,533463,Pacific Rim,2013,"Action,Adventure,Sci-Fi"
436,6.9,430145,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,"Adventure,Family,Fantasy"
437,6.9,392455,Mission: Impossible III,2006,"Action,Adventure,Thriller"
438,6.9,386014,Knocked Up,2007,"Comedy,Romance"
439,6.9,660815,Ted,2012,Comedy
440,6.9,676079,Star Wars: Episode VIII - The Last Jedi,2017,"Action,Adventure,Fantasy"
441,6.9,683134,Jurassic World,2015,"Action,Adventure,Sci-Fi"
442,6.8,514240,The Maze Runner,2014,"Action,Mystery,Sci-Fi"
443,6.8,728627,Thor: The Dark World,2013,"Action,Adventure,Fantasy"
444,6.8,523553,Aquaman,2018,"Action,Adventure,Fantasy"
445,6.8,389294,Men in BlackÂ³,2012,"Action,Adventure,Comedy"
446,6.8,387933,Signs,2002,"Drama,Mystery,Sci-Fi"
447,6.8,422228,The Fast and the Furious,2001,"Action,Crime,Thriller"
448,6.8,384812,50 First Dates,2004,"Comedy,Drama,Romance"
449,6.8,614458,Captain Marvel,2019,"Action,Adventure,Sci-Fi"
450,6.8,550747,Barbie,2023,"Adventure,Comedy,Fantasy"
451,6.8,436198,Bruce Almighty,2003,"Comedy,Fantasy"
452,6.8,468390,Spectre,2015,"Action,Adventure,Thriller"
453,6.7,546053,The Matrix Revolutions,2003,"Action,Sci-Fi"
454,6.7,452961,Armageddon,1998,"Action,Adventure,Sci-Fi"
455,6.7,532322,Charlie and the Chocolate Factory,2005,"Adventure,Comedy,Family"
456,6.7,449246,In Time,2011,"Action,Sci-Fi,Thriller"
457,6.7,429876,Black Widow,2021,"Action,Adventure,Sci-Fi"
458,6.7,494689,The Wolverine,2013,"Action,Sci-Fi"
459,6.7,410414,Wanted,2008,"Action,Crime,Thriller"
460,6.6,541752,The Amazing Spider-Man 2,2014,"Action,Adventure,Sci-Fi"
461,6.6,525972,The Incredible Hulk,2008,"Action,Adventure,Sci-Fi"
462,6.6,491972,Divergent,2014,"Action,Adventure,Mystery"
463,6.6,543373,X-Men: The Last Stand,2006,"Action,Adventure,Sci-Fi"
464,6.6,542650,Venom,2018,"Action,Adventure,Sci-Fi"
465,6.6,436460,This Is the End,2013,"Comedy,Fantasy"
466,6.6,764292,Star Wars: Episode II - Attack of the Clones,2002,"Action,Adventure,Fantasy"
467,6.6,389367,Bird Box,2018,"Horror,Mystery,Sci-Fi"
468,6.6,567499,Pirates of the Caribbean: On Stranger Tides,2011,"Action,Adventure,Fantasy"
469,6.6,460859,The Da Vinci Code,2006,"Mystery,Thriller"
470,6.6,506464,The Hunger Games: Mockingjay - Part 1,2014,"Action,Adventure,Sci-Fi"
471,6.6,472890,Elysium,2013,"Action,Drama,Sci-Fi"
472,6.5,472622,Quantum of Solace,2008,"Action,Adventure,Mystery"
473,6.5,446482,The Lost World: Jurassic Park,1997,"Action,Adventure,Sci-Fi"
474,6.5,864175,Star Wars: Episode I - The Phantom Menace,1999,"Action,Adventure,Fantasy"
475,6.5,545603,Mr. & Mrs. Smith,2005,"Action,Comedy,Crime"
476,6.5,416008,Ocean's Twelve,2004,"Crime,Thriller"
477,6.5,537539,The Hangover Part II,2011,Comedy
478,6.5,396771,Friends with Benefits,2011,"Comedy,Romance"
479,6.5,478688,The Day After Tomorrow,2004,"Action,Adventure,Sci-Fi"
480,6.5,533578,X-Men Origins: Wolverine,2009,"Action,Sci-Fi"
481,6.5,754926,Batman v Superman: Dawn of Justice,2016,"Action,Adventure,Sci-Fi"
482,6.5,477672,War of the Worlds,2005,"Action,Adventure,Sci-Fi"
483,6.4,444253,Godzilla,2014,"Action,Adventure,Sci-Fi"
484,6.4,537736,Lucy,2014,"Action,Sci-Fi,Thriller"
485,6.4,442992,Alice in Wonderland,2010,"Adventure,Family,Fantasy"
486,6.4,514463,Hancock,2008,"Action,Comedy,Drama"
487,6.4,497587,Star Wars: Episode IX - The Rise of Skywalker,2019,"Action,Adventure,Fantasy"
488,6.3,642021,Spider-Man 3,2007,"Action,Adventure,Sci-Fi"
489,6.3,389117,Eternals,2021,"Action,Adventure,Fantasy"
490,6.3,419923,Terminator 3: Rise of the Machines,2003,"Action,Sci-Fi"
491,6.2,405756,Thor: Love and Thunder,2022,"Action,Adventure,Comedy"
492,6.2,406216,Men in Black II,2002,"Action,Adventure,Comedy"
493,6.2,433929,Transformers: Dark of the Moon,2011,"Action,Adventure,Sci-Fi"
494,6.2,493322,Indiana Jones and the Kingdom of the Crystal Skull,2008,"Action,Adventure"
495,6.1,480315,Justice League,2017,"Action,Adventure,Fantasy"
496,6.0,430434,Transformers: Revenge of the Fallen,2009,"Action,Adventure,Sci-Fi"
497,5.9,724740,Suicide Squad,2016,"Action,Adventure,Fantasy"
498,5.8,399603,2012,2009,"Action,Adventure,Sci-Fi"
499,5.3,489886,Twilight,2008,"Drama,Fantasy,Romance"
